868,pare,dad,Papa,papà
869,pa,bread,brot,pane
870,cobrar,charge,rechnung,caricare
871,adequada,proper,richtig,corretto
872,bar,bar,Bar,sbarra
873,oferta,offer,bieten,offerta
874,segment,segment,Segment,segmento
875,esclau,slave,Sklave,schiavo
876,ànec,duck,Ente,anatra
877,instantània,instant,sofortig,immediato
878,mercat,market,Markt,mercato
879,grau,degree,Grad,livello
880,poblar,populate,bevölkern,popolare
881,chick,chick,Küken,pulcino
882,estimada,dear,geehrter,caro
883,enemic,enemy,Feind,nemico
884,respondre,reply,Antworten,rispondere
885,beguda,drink,Getränk,bere
886,produir,occur,auftreten,verificarsi
887,suport,support,Unterstützung,sostegno
888,discurs,speech,Rede,discorso
889,naturalesa,nature,Natur,natura
890,gamma,range,Bereich,allineare
891,vapor,steam,Dampf,vapore
892,moviment,motion,Bewegung,movimento
893,camí,path,Weg,percorso
894,líquid,liquid,flüssig,liquido
895,log,log,Protokoll,tronco
896,significat,meant,gemeint,significava
897,quocient,quotient,Quotient,quoziente
898,dents,teeth,Gebiss,denti
899,intèrpret,shell,Hülse,guscio
900,coll,neck,Nacken,collo
901,oxigen,oxygen,Sauerstoff,ossigeno
902,sucre,sugar,Zucker,zucchero
903,mort,death,Tod,Morte
904,bastant,pretty,hübsch,bello
905,habilitat,skill,Fähigkeit,abilità
906,dones,women,Frauen,donne
907,temporada,season,Jahreszeit,stagione
908,solució,solution,Lösung,soluzione
909,imant,magnet,Magnet,magnete
910,plata,silver,Silber-,argento
911,gràcies,thank,danken,grazie
912,branca,branch,Ast,ramo
913,partit,match,passen,partita
914,sufix,suffix,Suffix,suffisso
915,especialment,especially,insbesondere,specialmente
916,figa,fig,Feige,Fig
917,por,afraid,besorgt,paura
918,enorme,huge,riesig,enorme
919,germana,sister,Schwester,sorella
920,acer,steel,Stahl,acciaio
921,discutir,discuss,diskutieren,discutere
922,endavant,forward,vorne,inoltrare
923,similars,similar,ähnlich,simile
924,guiar,guide,Handbuch,guida
925,experiència,experience,Erfahrung,Esperienza
926,puntuació,score,Punktzahl,punto
927,poma,apple,Apfel,Mela
928,comprat,bought,gekauft,comprato
929,LED,led,LED,portato
930,pitch,pitch,Tonhöhe,intonazione
931,abric,coat,Mantel,cappotto
932,massa,mass,Masse,massa
933,targeta,card,Karte,carta
934,banda,band,Band,gruppo
935,corda,rope,Seil,corda
936,lliscament,slip,Unterhose,scontrino
937,victòria,win,gewinnen,vincita
938,somiar,dream,Traum,sogno
939,nit,evening,Abend,sera
940,condició,condition,Bedingung,condizione
941,feed,feed,füttern,foraggio
942,eina,tool,Werkzeug,attrezzo
944,bàsica,basic,Basic,base
945,olor,smell,Geruch,odore
946,vall,valley,Senke,valle
947,ni,nor,Noch,né
948,doble,double,doppelt,Doppio
949,seient,seat,Sitz,sedere
950,continuar,continue,fortsetzen,Continua
951,bloc,block,Block,bloccare
952,taula,chart,Diagramm,grafico
953,barret,hat,Hut,cappello
954,vendre,sell,verkaufen,vendere
955,èxit,success,Erfolg,successo
956,empresa,company,Unternehmen,azienda
957,restar,subtract,subtrahieren,sottrarre
958,esdeveniment,event,Veranstaltung,evento
959,particular,particular,besondere,particolare
960,acord,deal,austeilen,affare
961,nedar,swim,schwimmen,nuotata
962,termini,term,Begriff,termine
963,oposada,opposite,Gegenteil,fronte
964,dona,wife,Ehefrau,moglie
965,sabata,shoe,Schuh,scarpa
966,espatlla,shoulder,Schulter,spalla
967,propagació,spread,Verbreitung,propagazione
968,organitzar,arrange,ordnen,organizzare
969,campament,camp,Lager,campo
970,inventar,invent,erfinden,inventare
971,cotó,cotton,Baumwolle,cotone
972,born,born,geboren,nato
973,determinar,determine,bestimmen,determinare
974,quart,quart,Quart,Quart
975,còlera,nine,neun,nove
976,camió,truck,Lastwagen,camion
977,soroll,noise,Lärm,rumore
978,nivell,level,Niveau,livello
979,oportunitat,chance,Chance,opportunità
980,reunir,gather,versammeln,raccogliere
981,botiga,shop,Einkaufen,negozio
982,estirament,stretch,strecken,allungare
983,llançar,throw,Wurf,gettare
984,brillantor,shine,scheinen,splendore
985,propietat,property,Eigentum,proprietà
986,columna,column,Säule,colonna
987,molècula,molecule,Molekül,molecola
988,seleccioneu,select,wählen,Selezionare
989,mal,wrong,falsch,sbagliato
990,gris,gray,grau,grigio
991,repeteixi,repeat,wiederholen,ripetere
992,requerir,require,benötigen,richiedere
993,ampli,broad,breit,ampio
994,preparar,prepare,bereiten,preparare
995,sal,salt,Salz,sale
996,nas,nose,Nase,naso
997,plural,plural,Plural,plurale
998,còlera,anger,Zorn,rabbia
999,reclamació,claim,Anspruch,reclamo
1000,continent,continent,Kontinent,continente
